Market Cap,Current Price,High / Low,Stock P/E,Book Value,Dividend Yield,ROCE,ROE,Face Value
"₹6,25,030Cr.","₹1,504","₹2,007/1,307",23.3,₹223,2.86%,40.6%,30.3%,₹5.00
